driver,latitude,longitude,speed_limit,num_lanes
farj7,30.7476247,-88.186683,45,4
farj7,30.7509941,-88.0970983,65,4
farj7,30.7550996,-88.0936047,65,3
farj7,30.7579835,-88.0926705,65,3
farj7,30.7669597,-88.0939227,65,1.875
farj7,30.7847578,-88.2772082,50,2.5
farj7,30.7964196,-88.3199775,50,2.5
farj7,30.797062,-88.3223516,50,2
farj7,30.7989768,-88.3294444,50,2
farj7,30.7998083,-89.5201166,70,2
farj7,30.7999459,-88.3314402,50,2
kell0,30.8024828,-88.1126542,45,2
kell0,30.8026022,-88.1155223,45,2
kell0,30.8092649,-88.3406273,45,2
farj7,30.8095568,-89.514739,70,1.33333333333333
kell0,30.814643,-88.3460203,45,2
farj7,30.8462109,-89.4976408,45,2
farj7,30.8462589,-89.4976643,45,2
farj7,30.846553,-89.4983448,45,2
farj7,30.8479443,-89.4953393,45,1.5
farj7,30.8555361,-89.496026,45,1.5
farj7,30.8597767,-90.5332622,70,2
farj7,30.8606625,-88.4140343,55,2
farj7,30.8628556,-88.4177879,55,2
kell0,30.8631371,-88.4182789,55,2
farj7,30.8637807,-88.419331,55,2
farj7,30.8724169,-88.0449361,55,2
farj7,30.8733507,-88.0467679,55,2
farj7,30.8739068,-88.0466205,55,2
farj7,30.8856762,-88.4430503,55,2
kell0,30.8900097,-88.4473521,55,2
farj7,30.8943927,-88.4512264,65,2
farj7,30.8960235,-90.5278581,70,2
farj7,30.9021433,-88.4637752,70,2
kell0,30.9061136,-88.4732941,65,2
farj7,30.9128275,-88.4878094,65,2
farj7,30.91425,-88.490899,65,2
farj7,30.917583,-90.524523,70,2
farj7,30.9198197,-88.5020641,70,2
farj7,30.9215421,-90.524523,70,2
kell0,30.9338014,-88.5231842,70,2
kell0,30.9365951,-88.5256615,70,2
farj7,30.9480638,-89.4454749,70,2
kell0,30.9492171,-88.2238873,70,2
kell0,30.9517846,-88.2280848,70,2
farj7,30.9544714,-89.4422144,70,2
farj7,30.9849805,-88.674101,65,2
farj7,30.9874828,-88.6754426,65,2
farj7,30.9993048,-90.5060758,70,2
farj7,31.0031966,-88.6840465,65,2
farj7,31.0049092,-88.6868677,65,2
kell0,31.044759,-88.7202133,65,2
kell0,31.0540562,-88.7292099,65,2
kell0,31.0637739,-88.234573,65,2
kell0,31.0644218,-88.233944,65,2
kell0,31.0693554,-88.235584,65,2
kell0,31.0823249,-88.7552366,65,2
farj7,31.1244283,-90.4833659,65,2
farj7,31.1262696,-88.8490057,65,2
farj7,31.1282866,-88.8515684,65,2
farj7,31.1309248,-90.4823285,65,2
farj7,31.1341354,-88.8565958,65,2
farj7,31.1362639,-88.8582417,65,2
farj7,31.1589393,-89.3575407,70,2
farj7,31.1616602,-89.3559931,70,2
kell0,31.1616984,-88.9273035,70,2
kell0,31.1632697,-88.9302955,70,2
kell0,31.178738,-88.2768232,70,2
kell0,31.1814799,-88.2788213,70,2
kell0,31.1913991,-88.9709833,65,2
farj7,31.193131,-88.9741517,65,2
kell0,31.2005652,-89.0438092,55,2
farj7,31.2006652,-89.0284441,55,2
kell0,31.2014582,-89.0376386,55,2
farj7,31.2051808,-89.0665198,55,2
farj7,31.2061788,-89.0756514,55,2
farj7,31.2063742,-89.0734447,55,2
farj7,31.2067495,-89.0768604,65,2
kell0,31.2107764,-89.1177435,65,2
farj7,31.2109329,-89.1471692,65,2
farj7,31.2256144,-89.183572,65,2
farj7,31.238925,-89.3174474,65,1.66666666666667
farj7,31.2398428,-89.3197793,65,1
kell0,31.2451614,-89.2439397,65,2
farj7,31.2459074,-89.2686201,65,2
farj7,31.2514149,-89.2787304,65,2
farj7,31.2555336,-90.4794501,70,2
farj7,31.2584016,-89.2355227,45,2
farj7,31.2658715,-89.2684128,45,2
farj7,31.2660509,-89.2845197,53,1.4
farj7,31.2661911,-89.2675824,53,1.4
farj7,31.2662287,-89.2849467,51.6666666666667,1.5
farj7,31.2665437,-89.2830254,45,2
farj7,31.2665516,-89.2404517,45,2
farj7,31.2665839,-89.2841531,45,1.66666666666667
farj7,31.2665839,-89.2841531,45,1.66666666666667
kell0,31.2684644,-89.3433839,70,2
kell0,31.2777136,-89.3499358,70,2
farj7,31.2910297,-90.4786717,70,2
farj7,31.3007605,-89.2750246,70,2
farj7,31.3007609,-89.2750252,70,2
farj7,31.3007767,-89.2749824,70,2
farj7,31.3009985,-89.2759537,30,2
farj7,31.3011215,-89.2740413,30,2
farj7,31.3012251,-89.2758224,30,2
farj7,31.3014746,-89.2758454,30,2
farj7,31.3020521,-89.2758014,30,2
farj7,31.3020522,-89.2758009,30,2
farj7,31.3020545,-89.2758037,30,2
farj7,31.3027037,-89.2768039,30,2
farj7,31.3114725,-89.3207748,45,1.63636363636364
farj7,31.3163015,-89.2845242,30,2.5
farj7,31.3163015,-89.2845242,30,2.5
farj7,31.3169353,-89.2856918,30,2.5
farj7,31.3229369,-89.3289156,40,2
farj7,31.3229968,-89.3289122,40.7142857142857,2.375
farj7,31.3238185,-89.3289127,37.5,2.14285714285714
farj7,31.3266277,-89.352484,70,2.66666666666667
farj7,31.3474912,-90.4790742,70,2.66666666666667
farj7,31.3540166,-89.3493058,70,1.5
farj7,31.3540891,-90.4796342,70,2
farj7,31.3552145,-89.3485287,70,1.5
kell0,31.3579594,-88.4210547,70,1.5
kell0,31.3609635,-88.4215643,70,1.5
farj7,31.3786932,-89.3261785,70,1.5
farj7,31.4074528,-89.3962397,70,2
kell0,31.4132021,-88.4356656,70,2
kell0,31.4132093,-88.4356757,70,2
kell0,31.4143139,-88.4364436,70,2
kell0,31.4357215,-88.4512635,55,1.2
kell0,31.4424074,-89.4267609,55,2
farj7,31.4442507,-89.3207199,70,2
kell0,31.4449885,-89.4286105,70,2
farj7,31.4490322,-89.3211915,70,2
farj7,31.4657959,-89.447253,70,2
farj7,31.4755956,-89.3231066,70,2
kell0,31.4824187,-88.4850273,65,2
kell0,31.4903978,-88.4906159,65,2
gres0,31.4904303,-82.8511266,65,2
smiv,31.4910835,-97.221021,65,2
gres0,31.4914698,-82.8510612,65,2
gres0,31.4914698,-82.8510612,65,2
smiv,31.4918408,-97.2201704,65,2
smiv,31.4940492,-97.2035183,65,2
smiv,31.4963576,-97.1986141,65,2
smiv,31.496836,-97.2201006,45,2
smiv,31.4977604,-97.2203425,45,2
gres0,31.5018198,-82.8713023,45,2
gres0,31.5022138,-82.8749148,45,4
farj7,31.5044002,-89.4766143,45,4
gres0,31.507614,-82.8504119,45,2
gres0,31.5086265,-82.8503729,45,2
gres0,31.5090546,-82.8503523,45,2
gres0,31.5093681,-82.8314333,45,4
gres0,31.5094044,-82.8314803,45,4
gres0,31.5098563,-82.850308,45,2
gres0,31.50987,-82.8503059,45,2
farj7,31.5098815,-89.4799857,45,2
gres0,31.5104276,-82.8308485,45,4
gres0,31.5144265,-82.8600676,45,4
gres0,31.5199208,-82.8895128,45,4
gres0,31.5207003,-82.8225645,45,4
gres0,31.5236165,-82.8504711,45,4
smiv,31.5252732,-97.1415448,45,4
farj7,31.5253829,-89.2823334,45,4
smiv,31.5254438,-97.1313582,45,4
smiv,31.5302163,-97.1310745,65,3
smiv,31.5343708,-97.130202,65,3
gres0,31.5381881,-82.8557856,65,2
gres0,31.5387714,-82.873549,65,2
gres0,31.5390693,-82.8816207,65,2
gres0,31.5443997,-82.8510891,65,2
kell0,31.5455998,-90.4800341,70,2
kell0,31.5475468,-90.4799967,70,2
kell0,31.5480772,-90.2598286,65,2
kell0,31.5488315,-90.268384,65,2
kell0,31.5491634,-90.2263198,65,2
kell0,31.5534647,-88.5309612,65,2
kell0,31.5534761,-88.5310397,65,2
kell0,31.554238,-88.5319038,65,2
kell0,31.5583473,-90.1517371,65,2
smiv,31.5636566,-97.1164417,65,3
gres0,31.5673552,-83.0104168,65,3
kell0,31.5675841,-90.1094734,65,2.5
gres0,31.5683097,-83.0140738,65,2
farj7,31.5700831,-89.5163536,65,2
smiv,31.5723859,-97.1157278,65,3
farj7,31.5752999,-90.4772081,65,2
farj7,31.5756839,-89.5197871,65,2
smiv,31.5757846,-97.1136124,65,2.44444444444444
farj7,31.5780025,-90.4756496,65,2
gres0,31.5816598,-82.8538514,65,2
kell0,31.5820744,-88.5428176,65,1.88888888888889
kell0,31.5848337,-88.5449049,65,1.88888888888889
kell0,31.5889148,-90.0221374,65,2
kell0,31.5915441,-90.0195543,65,2
gres0,31.5930632,-83.2373128,65,2
gres0,31.5939392,-83.2403062,65,2
kell0,31.5989533,-90.4584902,65,2
farj7,31.5997209,-89.221219,70,2
kell0,31.600931,-90.4516162,70,4
kell0,31.6012198,-90.4528402,70,4
kell0,31.6025567,-90.4235871,70,4
kell0,31.6038408,-90.4639843,70,4
kell0,31.6040299,-90.4226396,70,4
smiv,31.6060335,-97.105468,75,3
kell0,31.6083233,-90.4229269,75,3
kell0,31.6090221,-90.4207299,75,3
kell0,31.6233813,-89.6429459,75,2
kell0,31.6243467,-90.4390233,75,2
kell0,31.6264989,-89.5458296,75,2
gres0,31.627821,-83.421627,75,1.5
farj7,31.62842,-89.1890348,75,1.5
kell0,31.629377,-89.5526315,75,2
gres0,31.6313878,-83.4175846,75,2
gres0,31.6330441,-82.8962106,75,2
gres0,31.6351686,-82.8970845,75,2
kell0,31.6387115,-89.7223914,75,2
kell0,31.6454757,-90.4287624,75,2
kell0,31.6457047,-89.7883193,75,2
kell0,31.6463445,-89.7845217,75,2
gres0,31.6580184,-83.5614774,75,2
gres0,31.6589289,-83.58902,75,2
farj7,31.660369,-88.637729,75,2
farj7,31.6607116,-88.6367802,75,2
farj7,31.660743,-88.6368111,75,2
farj7,31.661213,-88.6375446,75,2
farj7,31.6614147,-88.637016,75,2
farj7,31.661428,-88.6370381,75,2
farj7,31.6614289,-88.6370381,75,2
farj7,31.6614314,-88.6370326,75,2
farj7,31.6614607,-88.6367541,75,2
farj7,31.662021,-88.6372235,75,2
farj7,31.6623466,-88.6365033,75,2
farj7,31.6644938,-88.6369483,75,2
farj7,31.6649579,-88.6366311,75,2
gres0,31.6666746,-82.909645,75,2
farj7,31.6671516,-88.6342007,75,2
kell0,31.6676001,-90.4183232,75,2
farj7,31.6678278,-88.6334656,75,2
farj7,31.6678645,-88.6334518,75,2
farj7,31.6683907,-88.6335925,75,2
farj7,31.6683907,-88.6335925,75,2
farj7,31.6689808,-88.6342389,75,2
gres0,31.6695475,-82.9111956,75,2
farj7,31.6702614,-88.6356367,75,2
farj7,31.6729186,-88.638239,75,2
farj7,31.6735827,-89.5902065,75,2
farj7,31.6774944,-89.5937938,75,2
farj7,31.6820606,-88.646674,75,2
farj7,31.6848109,-89.1344121,60,2.2
smiv,31.6862771,-97.0997665,75,3
gres0,31.6908162,-83.6279463,70,3
gres0,31.6939082,-83.6294391,70,3
farj7,31.7047049,-89.1166525,60,2
farj7,31.7158975,-89.6270533,60,2
farj7,31.7181059,-89.628554,60,2
smiv,31.7219398,-97.1025772,60,1
smiv,31.72466,-97.1027036,75,2.33333333333333
farj7,31.7403463,-89.0863798,70,2
farj7,31.7403463,-89.0863798,70,2
farj7,31.741293,-89.0852557,70,2
farj7,31.7515736,-89.0734464,70,2
farj7,31.7543715,-88.661111,65,2
farj7,31.7554837,-89.0689568,65,2
farj7,31.7563175,-88.6628954,65,2
farj7,31.7702478,-90.4348257,65,2
farj7,31.77107,-90.4347411,65,2
farj7,31.7711252,-90.4347697,65,2
farj7,31.7712921,-90.4348449,65,2
kell0,31.7717365,-88.6737055,65,2
farj7,31.7720179,-90.4343563,65,2
farj7,31.7720179,-90.4343563,65,2
gres0,31.7728901,-81.3513698,65,2
gres0,31.7730231,-81.354482,65,2
gres0,31.7730852,-81.3547406,65,2
gres0,31.7731944,-81.3540963,65,2
gres0,31.7732892,-81.3554767,65,2
gres0,31.7733506,-81.355467,65,2
gres0,31.7733628,-81.3555332,65,2
gres0,31.7734389,-81.3557919,65,2
gres0,31.7734397,-81.3557916,65,2
gres0,31.7734422,-81.3557938,65,2
gres0,31.7734847,-81.3557029,65,2
gres0,31.7734906,-81.3557314,65,2
gres0,31.7734907,-81.3557483,65,2
gres0,31.7735199,-81.3556843,65,2
farj7,31.773521,-90.4337902,65,2
gres0,31.7735258,-81.3557323,65,2
gres0,31.7735868,-81.3560215,65,2
gres0,31.7737995,-81.3566701,65,2
gres0,31.7738024,-81.3566208,65,2
gres0,31.7753847,-81.3573063,65,2
kell0,31.7754208,-88.6746936,65,2.4
gres0,31.7756997,-81.3571767,65,2.4
gres0,31.7764657,-81.3567856,65,2.4
gres0,31.7764657,-81.3567856,65,2.4
kell0,31.7782153,-90.4325299,65,2.4
gres0,31.7800156,-81.3562067,65,2.4
gres0,31.7800349,-81.3562094,65,2.4
gres0,31.7800513,-81.3562179,65,2.4
gres0,31.7804355,-81.3572515,65,2.4
kell0,31.7814497,-90.431727,65,2
smiv,31.790591,-97.1029334,75,3
smiv,31.7940177,-97.1027587,75,3
kell0,31.8046958,-88.6908312,65,2
gres0,31.8064813,-81.3676017,65,3
gres0,31.8092004,-81.3661359,65,3
gres0,31.815722,-82.9788572,65,2
gres0,31.8188652,-82.9786818,65,2
gres0,31.8211291,-83.0036262,65,2
gres0,31.8225636,-83.0069796,65,2
gres0,31.8350368,-81.3518227,65,2
gres0,31.8373085,-81.3505962,65,2
farj7,31.8412586,-88.7071939,65,2.5
farj7,31.8441433,-88.7108542,65,2
farj7,31.8521212,-89.7198036,65,2
gres0,31.8525457,-83.0717999,65,2
farj7,31.857735,-89.7234476,65,2
gres0,31.8591312,-81.3388652,65,2
gres0,31.8620705,-81.3372388,65,2
gres0,31.8631273,-83.0974781,65,2
farj7,31.8675521,-89.7403087,65,2
farj7,31.8683627,-89.7423257,65,2
farj7,31.8734874,-89.0450919,70,2
gres0,31.8931128,-83.7324728,70,3
gres0,31.9032845,-83.7363438,70,3
farj7,31.9145102,-88.7147806,65,2
gres0,31.9201992,-81.328777,65,2
gres0,31.9235701,-81.3298587,65,1
gres0,31.9290652,-83.1762486,65,1
gres0,31.9323641,-83.1770866,65,1
farj7,31.9392973,-88.7191886,65,2.5
smiv,31.9399327,-97.1077272,65,2.5
farj7,31.9415784,-88.720689,65,2
smiv,31.9427389,-97.1089593,75,3
farj7,31.9510532,-88.9801082,75,3
farj7,31.9532336,-88.9782328,75,3
gres0,31.9595676,-81.3330772,75,3
gres0,31.961442,-81.3312338,75,2
gres0,31.9614704,-81.3314956,75,2
gres0,31.9616951,-81.3317206,75,1.66666666666667
smiv,31.9629333,-97.1181095,75,3
farj7,31.9720983,-88.7264185,65,2
kell0,31.9798139,-88.7196386,65,3
farj7,31.9823355,-90.3756356,65,2
kell0,31.9865218,-88.7103822,65,2
farj7,31.98799,-89.8865705,65,2
gres0,31.988104,-81.3002638,65,2
farj7,31.9889487,-90.3729652,65,2
gres0,31.9900751,-81.2980274,70,3
farj7,31.9905327,-89.8928229,70,2
gres0,31.9920953,-83.3063717,70,2
farj7,31.9922863,-89.8952743,70,2
gres0,31.9927646,-83.3069187,70,2
gres0,31.9970351,-83.3075071,70,2
kell0,31.9973392,-90.3698232,70,2
smiv,31.9995405,-97.0986207,75,3
kell0,32.000299,-90.3690737,75,2
gres0,32.0033173,-81.2845871,75,2
farj7,32.0040996,-89.9168136,75,2
farj7,32.0060467,-89.9215558,75,2
gres0,32.0093432,-83.3285675,75,2
smiv,32.0179756,-97.095571,75,3.25
gres0,32.0182757,-82.9137795,75,2
gres0,32.0211235,-82.9129328,75,2
gres0,32.0266717,-81.2697827,75,2
gres0,32.0333713,-81.2664236,75,2
gres0,32.0365869,-81.2648141,75,2
farj7,32.0483038,-88.676909,65,2.33333333333333
farj7,32.0565177,-88.6776401,65,1.66666666666667
gres0,32.0575769,-81.2542118,70,3
kell0,32.0601195,-88.6770489,70,1
gres0,32.0642212,-81.2508672,70,1
smiv,32.0708739,-97.0665393,75,2
smiv,32.0736292,-97.0615409,75,2
farj7,32.0773876,-88.69007,75,2
gres0,32.0839005,-82.8817324,75,2
gres0,32.0839005,-82.8817324,75,2
gres0,32.0847984,-82.8824212,75,2
smiv,32.0857532,-97.0402048,75,2
gres0,32.0893768,-81.2949108,75,2
gres0,32.0906456,-81.298426,75,2
smiv,32.0946032,-97.0260226,75,2
gres0,32.0960554,-83.3945006,75,2
gres0,32.098332,-83.39598,75,2
gres0,32.1080727,-81.3461844,75,2
farj7,32.1083938,-90.0545223,75,2
smiv,32.1104207,-96.9999092,75,2
gres0,32.1170926,-81.3720939,75,2
gres0,32.118235,-83.4059076,75,2
gres0,32.1185648,-81.3753787,70,2
gres0,32.1220712,-81.3831558,70,1
farj7,32.1230912,-88.7154308,70,1
farj7,32.1283776,-90.0813854,70,1
gres0,32.1285125,-83.7601701,70,2
farj7,32.1289777,-90.0821862,70,2
farj7,32.1298349,-88.7140225,65,2.33333333333333
gres0,32.1315572,-83.7596452,65,2.33333333333333
gres0,32.1393296,-81.4095852,70,2
gres0,32.139417,-81.4096955,70,2
farj7,32.14098,-88.7137952,70,2
farj7,32.1444533,-90.1039457,70,2
farj7,32.1457319,-90.1067241,70,2
farj7,32.1457984,-88.8685827,70,2
gres0,32.1474254,-81.4208051,70,2
gres0,32.1483421,-81.4217929,70,2
farj7,32.1493264,-88.8681417,70,2
gres0,32.1644664,-81.4383953,70,2
gres0,32.1666524,-81.4406465,70,2
gres0,32.1667052,-81.4408432,70,2
gres0,32.1713415,-81.4474172,70,2
gres0,32.1743283,-82.9011966,70,2
lewr10,32.1758135,-85.0322767,70,2
lewr10,32.1759776,-85.033072,70,2
lewr10,32.1761592,-85.0357923,70,2
lewr10,32.176165,-85.0314235,70,2
lewr10,32.1761681,-85.0357913,70,2
lewr10,32.1761929,-85.0341811,70,2
lewr10,32.1761929,-85.0341811,70,2
lewr10,32.1761988,-85.0345782,70,2
lewr10,32.176709,-85.0362556,70,2
kell0,32.1780044,-88.7094565,65,2
farj7,32.1797526,-90.2597832,70,1.5
lewr10,32.1838937,-85.042274,70,1.5
lewr10,32.1839506,-85.0422261,70,1.5
kell0,32.1853055,-88.7087262,65,2.33333333333333
farj7,32.1858814,-90.2561844,70,1.66666666666667
gres0,32.1870519,-81.4676319,70,1.66666666666667
lewr10,32.187197,-85.0427973,70,1.66666666666667
gres0,32.1875078,-81.4686848,70,1.66666666666667
gres0,32.1882663,-81.4696813,70,1.66666666666667
gres0,32.1922718,-83.447589,70,2
kell0,32.1924198,-90.2523482,70,2
gres0,32.1938828,-81.4766127,70,2
kell0,32.1946722,-90.2508297,70,2
gres0,32.1955409,-82.9066274,70,2
gres0,32.2000748,-82.9081572,70,2
gres0,32.2025957,-81.4885481,70,2
gres0,32.2032312,-81.4894319,70,2
lewr10,32.2063473,-85.0206728,70,2
lewr10,32.2066834,-85.0197677,70,2
lewr10,32.2077249,-85.0182125,70,2
lewr10,32.208764,-85.0176461,70,2
gres0,32.210523,-81.5010311,70,2
farj7,32.2168321,-90.1537029,70,2
gres0,32.2277157,-81.6006521,70,2
gres0,32.2279612,-81.603857,70,2
smiv,32.2284665,-96.8836212,70,2
smiv,32.231113,-96.8822713,70,2
gres0,32.2320618,-81.6487806,70,2
gres0,32.2329032,-81.6521538,70,2
farj7,32.2366634,-90.1644214,70,2
gres0,32.2377458,-81.6710061,70,2
gres0,32.2385449,-81.6741023,70,2
gres0,32.2402515,-81.6812895,70,2
gres0,32.2551799,-81.7071014,70,1.5
gres0,32.2557997,-81.711183,70,1.5
gres0,32.2562992,-81.7149509,70,1
farj7,32.2566135,-88.6933423,65,2
farj7,32.2582878,-90.2103451,65,2
smiv,32.258297,-96.8733139,65,2
farj7,32.2595833,-88.6934653,65,2.25
smiv,32.261981,-96.8725685,65,2
farj7,32.2734279,-90.1581561,65,2
gres0,32.2735352,-83.4668941,65,2
gres0,32.2751465,-83.4663429,65,2
farj7,32.2751636,-90.1579428,65,2
farj7,32.2760677,-90.1597684,65,2
farj7,32.276135,-90.1604054,65,2
farj7,32.2761367,-90.1603215,65,2
farj7,32.2762032,-90.1604637,65,2
farj7,32.2763133,-90.1604778,65,2
farj7,32.2765681,-90.1600491,65,2
farj7,32.276625,-90.2004447,57.5,2.5
farj7,32.2767284,-90.1608838,57.5,2.5
farj7,32.2768725,-90.1601661,57.5,2.5
farj7,32.2768788,-90.1601603,57.5,2.5
farj7,32.2779773,-90.1576947,57.5,2
farj7,32.2779814,-90.1576931,57.5,2
farj7,32.2780823,-90.1583074,57.5,2
farj7,32.278246,-90.159285,57.5,2
farj7,32.278246,-90.159285,57.5,2
farj7,32.2783923,-90.1584676,57.5,2
farj7,32.278536,-90.1605201,57.5,2
farj7,32.2822867,-90.1238625,57.5,2
farj7,32.2842719,-90.1239027,57.5,2
farj7,32.2842719,-90.1239027,57.5,2
farj7,32.2852903,-90.1239385,57.5,2
farj7,32.2866933,-90.1682306,60,4.5
farj7,32.2873383,-90.1234213,60,4.5
farj7,32.2892003,-90.1674649,60,4.5
farj7,32.2932377,-90.1675757,60,3.5
farj7,32.2958719,-90.1675448,60,3
kell0,32.2974462,-90.1676612,60,3
gres0,32.2997696,-82.9090793,60,2
gres0,32.302355,-81.8437622,60,2
gres0,32.3030895,-81.8471591,70,2
gres0,32.3149523,-81.8753665,70,2
gres0,32.3171675,-81.8759544,70,2
farj7,32.3205198,-88.6911117,70,2
gres0,32.3270753,-81.9312407,70,2
gres0,32.3279905,-81.8761079,55,2
kell0,32.3286163,-88.6901368,55,2
kell0,32.3290832,-90.1614697,60,3
gres0,32.3344713,-81.8742917,55,2
kell0,32.3356217,-88.6870733,55,2
farj7,32.3396346,-88.7710865,70,1.5
farj7,32.3398945,-89.2849948,70,2
gres0,32.3409314,-81.9591362,70,2
farj7,32.3414893,-89.2823932,70,2
farj7,32.3418327,-90.1588088,70,2
farj7,32.3421196,-88.772405,70,1
farj7,32.3434376,-89.0213677,70,2
farj7,32.3435405,-89.0245468,70,2
farj7,32.3440706,-90.1573469,60,3
farj7,32.3460374,-88.7273222,60,2
